Lokiarchaeum_GC14_75	Lokiarchaeia
Njordarchaeales_A173	Njordarchaeales
Njordarchaeales_A3132	Njordarchaeales
Njordarchaeales_GBS15	Njordarchaeales
Njordarchaeales_GBS18	Njordarchaeales
Njordarchaeales_GBS19	Njordarchaeales
Njordarchaeales_GBS21	Njordarchaeales
Njordarchaeales_GBS22	Njordarchaeales
Njordarchaeales_GBS23	Njordarchaeales
Njordarchaeales_GBS24	Njordarchaeales
Njordarchaeales_GBS25	Njordarchaeales
Njordarchaeales_GBS26	Njordarchaeales
Njordarchaeales_GBS27	Njordarchaeales
Njordarchaeales_M288	Njordarchaeales
Njordarchaeales_CS1-K087	Njordarchaeales
Njordarchaeales_CS3-K094	Njordarchaeales
Odinarchaeia_J65_bin_29	Odinarchaeia
Odinarchaeia_RPA3	Odinarchaeia
Odinarchaeum_yellowstonii_LCB_4	Odinarchaeia
Sifarchaeia_WORA1	Sifarchaeia
Sifarchaeia_Yap75_bin3_45	Sifarchaeia
Sifarchaeotum_marinoarchaea_CR_Bin_042_1	Sifarchaeia
Sifarchaeotum_subterraneus_CR_Bin_142	Sifarchaeia
Thorarchaeia_Bin_478	Thorarchaeia
Thorarchaeia_AMARA_8	Thorarchaeia
Thorarchaeia_BC	Thorarchaeia
Thorarchaeia_das_tool_maxbin2_25	Thorarchaeia
Thorarchaeia_DZG_bin1_115	Thorarchaeia
Thorarchaeia_E44_bin77	Thorarchaeia
Thorarchaeia_FT_023	Thorarchaeia
Thorarchaeia_FT1_004	Thorarchaeia
Thorarchaeia_FT2_038	Thorarchaeia
Thorarchaeia_FT5_026	Thorarchaeia
Thorarchaeia_GLR93	Thorarchaeia
Thorarchaeia_L_E_AR_5	Thorarchaeia
Thorarchaeia_MP5_1_1636	Thorarchaeia
Thorarchaeia_MP5_1423	Thorarchaeia
Thorarchaeia_MP5_2226	Thorarchaeia
Thorarchaeia_MP5_2600	Thorarchaeia
Thorarchaeia_MP5_5_633	Thorarchaeia
Thorarchaeia_MP8T_1	Thorarchaeia
Thorarchaeia_SZ_4_bin3_344	Thorarchaeia
Thorarchaeia_TEKIR_12S	Thorarchaeia
Thorarchaeia_TEKIR_14	Thorarchaeia
Thorarchaeia_Thor_24	Thorarchaeia
Thorarchaeia_Yap200_bin7_15	Thorarchaeia
Thorarchaeia_Yap500_bin9_7	Thorarchaeia
Thorarchaeia_YT_026	Thorarchaeia
Thorarchaeia_YT5_027	Thorarchaeia
Thorarchaeia_Zod_maxbin_0292	Thorarchaeia
Thorarchaeia_A361	Thorarchaeia
Thorarchaeia_A381	Thorarchaeia
Thorarchaeia_A399	Thorarchaeia
Thorarchaeia_AB_25	Thorarchaeia
Thorarchaeia_ABR10	Thorarchaeia
Thorarchaeia_GBS28	Thorarchaeia
Thorarchaeia_GBS30	Thorarchaeia
Thorarchaeia_GBS31	Thorarchaeia
Thorarchaeia_GBS32	Thorarchaeia
Thorarchaeia_GBS34	Thorarchaeia
Thorarchaeia_SMTZ1_45	Thorarchaeia
Thorarchaeia_SMTZ_83	Thorarchaeia
Thorarchaeia_WORH6	Thorarchaeia
Wukongarchaeia_Yap2000_bin6_70	Wukongarchaeia
Wukongarchaeum_yapensis_Yap4_bin4_70	Wukongarchaeia
Perkinsus_marinus	Eukarya
Naegleria_gruberi	Eukarya
Homo_sapiens	Eukarya
Caspaspora_owczarzaki	Eukarya
Saccharomyces_cerevisiae	Eukarya
Dictyostelium_discoideum	Eukarya
Guillardia_theta	Eukarya
Chondrus_cripsus	Eukarya
Galdieria_sulphuraria	Eukarya
Phytophthora_infestans	Eukarya
Ectocarpus_siliculosus	Eukarya
Arabidopsis_thaliana	Eukarya
Volvox_carteri	Eukarya
Bodo_saltans	Eukarya
Hadesarchaea_archaeon_YNP_45__GCA_001515205_2	Eury
Pyrococcus_abyssi_GE5__GCA_000195935_2	Eury
Arc_I_group_archaeon_BMIXfssc0709_Meth_Bin006__GCA_001587575_1	Eury
Korarchaeote_kor1	TACK
Korarchaeote_GBS41	TACK
Korarchaeote_GBS40	TACK
Korarchaeote_GBS38	TACK
Korarchaeote_kor4	TACK
Korarchaeote_GBS35	TACK
Candidatus_Korarchaeum_cryptofilum_OPF8__GCA_000019605_1	TACK
Korarchaeote_kor2	TACK
Korarchaeote_GBS36	TACK
Korarchaeote_GBS37	TACK
Korarchaeote_GBS44	TACK
Korarchaeote_kor3	TACK
